659
370
191
38
56
943
580
622
90
218
446
31
31
28
285
126
50
106
106
239
70
151
578
139
121
157
163
85
614
842
348
216
48
169
233
594
199
59
80
291
168
37
387
707
105
354
179
33
433
403
90
36
64
318
238
156
52
222
61
270
456
286
107
336
